通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
 舒必利片    0.1g*100片, ,0.1g*100片,1  瓶  ,国药准字H37020810 ,山东仁和堂药业有限公司 ,黑龙江省华源医药股份有限公司,有
 舒必利片    0.1g*100s, ,0.1g*100s,1  瓶  ,国药准字H32022166 ,常州康普药业有限公司 ,黑龙江省华源医药股份有限公司,有
 盐酸硫必利片    0.1g*100片, ,0.1g*100片,1  瓶  ,国药准字H12021228 ,天津中新药业集团股份有限公司新新制药厂 ,黑龙江省华源医药股份有限公司,有
 盐酸氯丙嗪片    50mg*100片, ,50mg*100片,1  盒  ,国药准字H33020545 ,宁波大红鹰药业股份有限公司 ,黑龙江省华源医药股份有限公司,有
 脑血康胶囊    0.15g*12s, ,0.15g*12s,1  盒  ,国药准字Z10960009 ,山东昊福药业集团制药有限公司 ,黑龙江省华源医药股份有限公司,有
大鹏 赖氨葡锌颗粒    5g*15袋,大鹏 ,5g*15袋,1  盒  ,国药准字H44024173 ,深圳三顺制药有限公司 ,黑龙江省华源医药股份有限公司,有
 脑得生片    16片*2板/盒, ,16片*2板/盒,1  盒  ,国药准字Z22023795 ,吉林省松辽制药有限公司 ,黑龙江省华源医药股份有限公司,有
健瑙素 盐酸甲氯芬酯胶囊    0.1g*36粒,健瑙素 ,0.1g*36粒,1  盒  ,国药准字H44023391 ,广东先强药业有限公司 ,黑龙江省华源医药股份有限公司,有
 盐酸氟桂利嗪胶囊    5mg*20s, ,5mg*20s,1  盒  ,国药准字H20073884 ,河南九势制药股份有限公司 ,黑龙江省华源医药股份有限公司,有
元舒 复方吡拉西坦脑蛋白水解物片    12片*2板,元舒 ,12片*2板,1  盒  ,国药准字H22024382 ,白求恩医科大学制药厂二分厂 ,黑龙江省华源医药股份有限公司,有
 美索巴莫片    0.25g*24片, ,0.25g*24片,1000  盒  ,国药准字H23022769 ,黑龙江鼎恒升药业有限公司 ,黑龙江省华源医药股份有限公司,有
百适可 草酸艾司西酞普兰片    10mg*7片,百适可 ,10mg*7片,300  盒  ,国药准字H20103327 ,山东京卫制药有限公司 ,湖北千瑞铭医药有限公司,有
奥派 阿立哌唑片    10mg*14片,奥派 ,10mg*14片,1  盒  ,国药准字H20041507 ,上海上药中西制药有限公司 ,成都拜欧药业股份有限公司,有
波立维 硫酸氢氯吡格雷片    75mg*7片,波立维 ,75mg*7片,360  盒  ,国药准字J20130083 ,赛诺菲（杭州）制药有限公司 ,黑龙江省华源医药股份有限公司,有
诺百益 胞磷胆碱钠片    0.1g*24片,诺百益 ,0.1g*24片,300  盒  ,国药准字H20080745 ,华润双鹤利民药业（济南）有限公司 ,武汉益世药业有限责任公司,有
可同 利培酮口崩片    1mg*20片,可同 ,1mg*20片,300  盒  ,国药准字H20060283 ,吉林省西点药业科技发展股份有限公司 ,武汉益世药业有限责任公司,有
深圳信立泰/泰嘉  硫酸氢氯吡格雷片     25mg*20片,深圳信立泰/泰嘉 , 25mg*20片,160  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,武汉益世药业有限责任公司,有
派迪生 米氮平片    30mg*10片,派迪生 ,30mg*10片,200  盒  ,国药准字H20041656 ,华裕(无锡)制药有限公司 ,武汉益世药业有限责任公司,有
卓夫  利培酮片    1mg*10片*2板,卓夫 ,1mg*10片*2板,360  盒  ,国药准字H20041808   ,齐鲁制药有限公司 ,武汉益世药业有限责任公司,有
 甲钴胺片    0.5mg*20s, ,0.5mg*20s,300  盒  ,国药准字H20041767 ,亚宝药业集团股份有限公司 ,武汉益世药业有限责任公司,有
 吡拉西坦氯化钠注射液    250ml, ,250ml,30  瓶  ,国药准字H20045019 ,辰欣药业股份有限公司 ,黑龙江省华源医药股份有限公司,有
双鹤药业 胞磷胆碱钠片    0.1g*12s片(薄膜衣),双鹤药业 ,0.1g*12s片(薄膜衣),200  盒  ,国药准字H20080745 ,华润双鹤利民药业(济南)有限公司 ,成都拜欧药业股份有限公司,有
思博海 盐酸多奈哌齐片    5mg*7片,思博海 ,5mg*7片,80  盒  ,国药准字H20010723 ,重庆植恩药业有限公司 ,黑龙江省华源医药股份有限公司,有
妥泰 托吡酯片    0.1g*60片,妥泰 ,0.1g*60片,120  盒  ,国药准字H20020557 ,西安杨森制药有限公司 ,成都拜欧药业股份有限公司,有
 氯氮平片    25mg*100s, ,25mg*100s,360  瓶  ,国药准字H37021530 ,山东仁和堂药业有限公司 ,黑龙江省华源医药股份有限公司,有
 盐酸氯丙嗪片    50mg*100片, ,50mg*100片,160  瓶  ,国药准字H31021536 ,上海信谊药厂有限公司 ,黑龙江省华源医药股份有限公司,有
 奋乃静片    2mg*100s(薄膜衣), ,2mg*100s(薄膜衣),240  瓶  ,国药准字H31021083 ,上海朝晖药业有限公司 ,黑龙江省华源医药股份有限公司,有
 脑蛋白水解物片    6.5mg12片*2板, ,6.5mg12片*2板,200  盒  ,国药准字H20064538 ,黑龙江迪龙制药有限公司 ,黑龙江省华源医药股份有限公司,有
 脑血栓片    20片*2板, ,20片*2板,300  盒  ,国药准字Z37020442 ,山东昊福药业集团制药有限公司 ,黑龙江省华源医药股份有限公司,有
 丙戊酸钠片    0.1g*100片, ,0.1g*100片,100  瓶  ,国药准字H43020873 ,湖南省湘中制药有限公司 ,湛江市弘安药业有限公司,有
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,160  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,黑龙江省华源医药股份有限公司,有
 马来酸氟伏沙明片    50mg*30片, ,50mg*30片,1  盒  ,H20140519 ,Mylan Laboratories SAS ,成都拜欧药业股份有限公司,有
 清开灵软胶囊    0.4g*12粒, ,0.4g*12粒,320  盒  ,国药准字Z10970050 ,神威药业集团有限公司 ,成都拜欧药业股份有限公司,有
 吡拉西坦片    0.4g*100片, ,0.4g*100片,1  瓶  ,国药准字H41021942 ,上海现代哈森(商丘)药业有限公司 ,成都拜欧药业股份有限公司,有
 吡拉西坦片    0.4g*100片, ,0.4g*100片,150  盒  ,国药准字H37020791 ,山东仁和堂药业有限公司 ,黑龙江省华源医药股份有限公司,有
 吡拉西坦片    0.4g*100片, ,0.4g*100片,1  瓶  ,国药准字H14021801 ,山西太原药业有限公司 ,成都拜欧药业股份有限公司,有
泰舒达 吡贝地尔缓释片    50mg*30片,泰舒达 ,50mg*30片,120  盒  ,国药准字J20140064 进口药品注册证号H20140105 ,施维雅(天津)制药有限公司 ,黑龙江省华源医药股份有限公司,有
舒思 富马酸喹硫平片    0.1g*30片,舒思 ,0.1g*30片,1  盒  ,国药准字H20030742 ,苏州第一制药有限公司 ,广州市巨孚达医药有限公司,有
 脑栓通胶囊    0.4g*9粒*2板, ,0.4g*9粒*2板,1  盒  ,国药准字Z20040093 ,广东华南药业集团有限公司 ,广州市巨孚达医药有限公司,有
 利培酮口腔崩解片    1mg*10s*2板, ,1mg*10s*2板,100  盒  ,国药准字H20070319 ,齐鲁制药有限公司 ,湛江市弘安药业有限公司,有
 舒必利片    0.1g*100片, ,0.1g*100片,1  盒  ,国药准字H37021324 ,齐鲁制药有限公司 ,成都拜欧药业股份有限公司,有
 天舒胶囊    0.34g*10粒*5板/盒, ,0.34g*10粒*5板/盒,1  盒  ,国药准字Z10950004 ,江苏康缘药业股份有限公司 ,成都拜欧药业股份有限公司,有
宇宙 脑蛋白水解物片    6.5mg:14.4mg*24片,宇宙 ,6.5mg:14.4mg*24片,1  盒  ,国药准字H31022990 ,上海中华药业有限公司 ,成都拜欧药业股份有限公司,有
可同 利培酮口崩片    1mg*20片,可同 ,1mg*20片,300  盒  ,国药准字H20060283 ,吉林省西点药业科技发展股份有限公司 ,成都拜欧药业股份有限公司,有
 苯妥英钠片    0.1g*100片, ,0.1g*100片,1  瓶  ,国药准字H31020129 ,上海新黄河制药有限公司 ,成都拜欧药业股份有限公司,有
 盐酸氟桂利嗪胶囊    5mg*18粒*4板, ,5mg*18粒*4板,1  盒  ,国药准字H23021009 ,黑龙江百泰药业有限公司 ,成都拜欧药业股份有限公司,有
派迪生 米氮平片    30mg*10片,派迪生 ,30mg*10片,1  盒  ,国药准字H20041656 ,华裕(无锡)制药有限公司 ,广州市振康医药有限公司,有
可同 利培酮口崩片    1mg*20片,可同 ,1mg*20片,1  盒  ,国药准字H20060283 ,吉林省西点药业科技发展股份有限公司 ,广州市振康医药有限公司,有
力复君安 盐酸齐拉西酮片    20mg*20片,力复君安 ,20mg*20片,1  盒  ,国药准字H20070078 ,重庆圣华曦药业股份有限公司 ,广州市振康医药有限公司,有
金思平 盐酸司来吉兰片    5mg*10片,金思平 ,5mg*10片,1  盒  ,国药准字H20133055 ,山东绿叶制药有限公司 ,广州市振康医药有限公司,有
 复方脑蛋白水解物片    24片/盒, ,24片/盒,1  盒  ,国药准字H22024372 ,吉林省长源药业有限公司 ,广州市振康医药有限公司,有
博乐欣 盐酸文拉法辛缓释片    75mg*7片,博乐欣 ,75mg*7片,1  盒  ,国药准字H20070269 ,成都康弘药业集团股份有限公司 ,广州市振康医药有限公司,有
息宁 卡左双多巴缓释片    50mg:0.2g*30片,息宁 ,50mg:0.2g*30片,1  盒  ,国药准字J20160034 ,杭州默沙东制药有限公司 ,广州市振康医药有限公司,有
恩华 五氟利多片    20mg*24片,恩华 ,20mg*24片,1  盒  ,国药准字H32022976 ,江苏恩华药业股份有限公司 ,广州市振康医药有限公司,有
唯他停 盐酸舍曲林分散片    50mg*14片,唯他停 ,50mg*14片,1  盒  ,国药准字H20090337 ,浙江京新药业股份有限公司 ,广州市振康医药有限公司,有
力奥来素 巴氯芬片    10mg*30片,力奥来素 ,10mg*30片,1  盒  ,H20140326 ,Novartis Farma S.P.A. ,广州市振康医药有限公司,有
恩华 五氟利多片    20mg*24片,恩华 ,20mg*24片,1  盒  ,国药准字H32022976 ,江苏恩华药业股份有限公司 ,广州市振康医药有限公司,有
唯他停 盐酸舍曲林分散片    50mg*14片,唯他停 ,50mg*14片,1  盒  ,国药准字H20090337 ,浙江京新药业股份有限公司 ,广州市振康医药有限公司,有
力奥来素 巴氯芬片    10mg*30片,力奥来素 ,10mg*30片,1  盒  ,H20140326 ,Novartis Farma S.P.A. ,广州市振康医药有限公司,有
百洛特 草酸艾司西酞普兰片    10mg*7片(薄膜衣),百洛特 ,10mg*7片(薄膜衣),1  盒  ,国药准字H20080788 ,四川科伦药业股份有限公司 ,广州市振康医药有限公司,有
律康 枸橼酸坦度螺酮胶囊    5mg*24粒,律康 ,5mg*24粒,1  盒  ,国药准字H20052328 ,四川科瑞德制药有限公司 ,广州市振康医药有限公司,有
安理申 盐酸多奈哌齐片    10mg*7片,安理申 ,10mg*7片,1  盒  ,国药准字H20070181 ,卫材(中国)药业有限公司 ,广州市振康医药有限公司,有
渠道诺百益 胞磷胆碱钠片    0.1g*24片,诺百益 ,0.1g*24片,1  盒  ,国药准字H20080745 ,华润双鹤利民药业（济南）有限公司 ,广州市巨孚达医药有限公司,有
万生力乐 盐酸帕罗西汀片    20mg*14片,万生力乐 ,20mg*14片,1  盒  ,国药准字H20133084 ,北京万生药业有限责任公司 ,成都拜欧药业股份有限公司,有
济宇 盐酸多奈哌齐分散片    5mg*12片,济宇 ,5mg*12片,100  盒  ,国药准字H20080381 ,山东罗欣药业集团股份有限公司 ,成都拜欧药业股份有限公司,有
 丙戊酸钠缓释片    0.2g*30片, ,0.2g*30片,200  盒  ,国药准字H19991395 ,江苏恒瑞医药股份有限公司 ,成都拜欧药业股份有限公司,有
 丙戊酸钠缓释片    0.2g*30片, ,0.2g*30片,200  盒  ,国药准字H19991395 ,江苏恒瑞医药股份有限公司 ,成都拜欧药业股份有限公司,有
 脑立清胶囊    0.33g*12粒*3板, ,0.33g*12粒*3板,1  盒  ,国药准字Z42020397 ,湖北诺得胜制药有限公司 ,成都拜欧药业股份有限公司,有
弥可保 甲钴胺片    0.5mg*10片*2板,弥可保 ,0.5mg*10片*2板,1  盒  ,国药准字H20030812 ,卫材(中国)药业有限公司 ,广州市振康医药有限公司,有
渠道百适可 草酸艾司西酞普兰片    10mg*7片,百适可 ,10mg*7片,240  盒  ,国药准字H20103327 ,山东京卫制药有限公司 ,四川省优胜美特医药有限公司,无
安理申 盐酸多奈哌齐片    5mg*7片,安理申 ,5mg*7片,1  盒  ,国药准字H20050978 ,卫材(中国)药业有限公司 ,四川省优胜美特医药有限公司,有
思考林 胞磷胆碱钠胶囊    0.1g*12粒,思考林 ,0.1g*12粒,1  盒  ,国药准字H20020220 ,齐鲁制药有限公司 ,广州市巨孚达医药有限公司,有
 心脑康胶囊    0.25g*12粒*2板, ,0.25g*12粒*2板,1  盒  ,国药准字Z20063078 ,吉林真元制药有限公司 ,湖南湘众医药有限公司,有
赛诺菲/波立维 硫酸氢氯吡格雷片    75mg*7片,赛诺菲/波立维 ,75mg*7片,1  盒  ,国药准字J20180029 ,赛诺菲（杭州）制药有限公司 ,湖南湘众医药有限公司,有
诺百益 胞磷胆碱钠片    0.1g*24片,诺百益 ,0.1g*24片,1  盒  ,国药准字H20080745 ,华润双鹤利民药业（济南）有限公司 ,湖南湘众医药有限公司,有
曲优 盐酸舍曲林片    50mg*14片,曲优 ,50mg*14片,1  盒  ,国药准字H20080019 ,万特制药(海南)有限公司 ,湖南湘众医药有限公司,有
 盐酸多奈哌齐片    5mg*7片, ,5mg*7片,1  盒  ,国药准字H20030583 ,陕西方舟制药有限公司 ,中泽医药（湖北）有限公司,有
深圳信立泰/泰嘉 硫酸氢氯吡格雷片    25毫克*20片,深圳信立泰/泰嘉 ,25毫克*20片,1  盒  ,国药准字H20000542 ,深圳信立泰药业股份有限公司 ,四川恒源医药科技有限公司,有
弘源康 脑肽胶囊    0.25g*24粒,弘源康 ,0.25g*24粒,1  盒  ,国药准字B20020588 ,吉林省长源药业有限公司 ,广州市振康医药有限公司,有
 盐酸二甲双胍片    0.5g*36片, ,0.5g*36片,1  盒  ,国药准字H32021473 ,昆山培力药品有限公司 ,广州市振康医药有限公司,有
 利培酮片    1mg*30片, ,1mg*30片,1  盒  ,国药准字H20061072 ,北京天衡药物研究院南阳天衡制药厂 ,广州市振康医药有限公司,有
百年乐 复方扶芳藤合剂    15ml*8支,百年乐 ,15ml*8支,1  盒  ,国药准字Z45021781 ,广西中医药大学制药厂 ,广州市振康医药有限公司,有
鹏鹞 消旋山莨菪碱片    5mg*100片,鹏鹞 ,5mg*100片,1  盒  ,国药准字H32021013 ,江苏鹏鹞药业有限公司 ,广州市振康医药有限公司,有
舒脑欣滴丸 舒脑欣滴丸    42mg*40丸*2瓶.,舒脑欣滴丸 ,42mg*40丸*2瓶.,1  盒  ,Z20050041 ,天津中新药业集团股份有限公司第六中药厂 ,广州市振康医药有限公司,有
 消旋山莨菪碱片    10mg*100片, ,10mg*100片,1  盒  ,国药准字H32023656 ,江苏鹏鹞药业有限公司 ,广州市振康医药有限公司,有
索里昂 氨磺必利片    0.2g*20片,索里昂 ,0.2g*20片,1  盒  ,国药准字J200990108 ,赛诺菲(杭州)制药有限公司 ,广州市振康医药有限公司,有
鹏鹞 消旋山莨菪碱片    5mg*100片,鹏鹞 ,5mg*100片,1  盒  ,国药准字H32021013 ,江苏鹏鹞药业有限公司 ,广州市振康医药有限公司,有
舒脑欣滴丸 舒脑欣滴丸    42mg*40丸*2瓶.,舒脑欣滴丸 ,42mg*40丸*2瓶.,1  盒  ,Z20050041 ,天津中新药业集团股份有限公司第六中药厂 ,广州市振康医药有限公司,有
 消旋山莨菪碱片    10mg*100片, ,10mg*100片,1  盒  ,国药准字H32023656 ,江苏鹏鹞药业有限公司 ,广州市振康医药有限公司,有
索里昂 氨磺必利片    0.2g*20片,索里昂 ,0.2g*20片,1  盒  ,国药准字J200990108 ,赛诺菲(杭州)制药有限公司 ,广州市振康医药有限公司,有
三门峡 消栓肠溶胶囊    0.2g*24粒,三门峡 ,0.2g*24粒,1  盒  ,国药准字Z20000025 ,三门峡赛诺维制药有限公司 ,广州市振康医药有限公司,有
精和 昆药集团 精和 乙酰天麻素片    50毫克*12片*2板,精和 ,50毫克*12片*2板,1  盒  ,国药准字H20013048 ,昆药集团股份有限公司 ,广州市振康医药有限公司,有
康多宁 米氮平片    15mg*20片,康多宁 ,15mg*20片,1  盒  ,国药准字H20080101 ,山西康宝生物制品股份有限公司 ,广州市振康医药有限公司,有
同仁堂 巴戟天寡糖胶囊    0.3g*10粒,同仁堂 ,0.3g*10粒,1  盒  ,国药准字Z20120013 ,北京同仁堂股份有限公司同仁堂制药厂 ,广州市振康医药有限公司,有
佰莫亭 甲磺酸溴隐亭片    2.5mg*30片,佰莫亭 ,2.5mg*30片,1  瓶  ,新注册证号H20160170（原注册证号H20110116) ,匈牙利吉瑞大药厂 ,广州市振康医药有限公司,有
成强 甲钴胺片    0.5mg*20片(薄膜衣),成强 ,0.5mg*20片(薄膜衣),1  盒  ,国药准字H20060921 ,杭州康恩贝制药有限公司 ,广州市振康医药有限公司,有
 盐酸文拉法辛片    50mg*30片, ,50mg*30片,1  盒  ,国药准字H20140089 ,圣济堂制药有限公司 ,广州市振康医药有限公司,有
 盐酸美金刚片    10mg*28片, ,10mg*28片,1  盒  ,H20120268 ,"德国Dr.GerhardMann,Chem.-pharm.FabrikGmbH ",广州市振康医药有限公司,有
 盐酸马普替林片    25mg*20片*2板, ,25mg*20片*2板,1  盒  ,国药准字H11020854 ,北京益民药业有限公司 ,广州市振康医药有限公司,有
恩华 盐酸氯米帕明片    25mg*50片,恩华 ,25mg*50片,1  盒  ,国药准字H32022974 ,江苏恩华药业股份有限公司 ,广州市振康医药有限公司,有
 盐酸可乐定片    75ug*100片, ,75ug*100片,1  盒  ,国药准字H32021681 ,常州制药厂有限公司 ,广州市振康医药有限公司,有
 复方脑蛋白水解物片    12片*2板, ,12片*2板,1  盒  ,国药准字H34022261 ,安徽金太阳生化药业有限公司 ,广州市振康医药有限公司,有
 盐酸金刚烷胺片    0.1g*100片, ,0.1g*100片,1  盒  ,国药准字H31020280 ,上海信谊天平药业有限公司 ,广州市振康医药有限公司,有
 左旋多巴片    0.25g*100片, ,0.25g*100片,1  瓶  ,国药准字H11021055 ,北京曙光药业有限责任公司 ,广州市振康医药有限公司,有
盐酸舍曲林片乐宁 盐酸舍曲林片    ：50mg*14s/盒,盐酸舍曲林片乐宁 ,：50mg*14s/盒,300  盒  ,H20051279 ,上海衡山药业有限公司 ,广东华源诺希医药股份有限公司,有
 吡拉西坦片    0.4g*100片, ,0.4g*100片,200  盒  ,国药准字H20053278 ,上海普康药业 ,广东华源诺希医药股份有限公司,有
 吡拉西坦片    0.4g*100片, ,0.4g*100片,200  盒  ,国药准字H20053278 ,上海普康药业 ,广东华源诺希医药股份有限公司,有
宝庆 丙戊酸镁片    0.2g*60片,宝庆 ,0.2g*60片,100  瓶  ,国药准字H10890013 ,湖南省湘中制药有限公司 ,广东华源诺希医药股份有限公司,有
弥可保 甲钴胺片    0.5mg*20片(薄膜衣片),弥可保 ,0.5mg*20片(薄膜衣片),280  盒  ,国药准字H20143107 ,卫材(中国)药业有限公司 ,湖北千瑞铭医药有限公司,有
宝诺达 胞磷胆碱钠片    0.2g*10片,宝诺达 ,0.2g*10片,300  盒  ,国药准字H20100008 ,福建省闽东力捷迅药业有限公司 ,福建国瑞药业有限公司,有
信谊 硫唑嘌呤片    50mg*60片,信谊 ,50mg*60片,180  盒  ,国药准字H31021422 ,上海信谊药厂有限公司 ,广东华源诺希医药股份有限公司,有
 盐酸苯海索片    2mg*100片, ,2mg*100片,600  盒  ,国药准字H37022726 ,山东健康药业有限公司 ,成都拜欧药业股份有限公司,有
 清脑复神液    10ml*12支, ,10ml*12支,84  盒  ,国药准字Z51020737 ,四川中方制药有限公司 ,成都拜欧药业股份有限公司,有
圣美弗 氟哌噻吨美利曲辛片    20片,圣美弗 ,20片,1  盒  ,国药准字H20153122 ,重庆圣华曦药业股份有限公司 ,成都拜欧药业股份有限公司,有
 注射用脑蛋白水解物    30mg*10支, ,30mg*10支,60  盒  ,国药准字H20052266 ,海南通用同盟药业有限公司 ,福建国瑞药业有限公司,有
 吡拉西坦氯化钠注射液    250ml, ,250ml,30  瓶  ,国药准字H20045019 ,辰欣药业股份有限公司 ,福建国瑞药业有限公司,有
健朗星 奥拉西坦胶囊    0.4g*24粒,健朗星 ,0.4g*24粒,1  盒  ,国药准字H20030037 ,湖南健朗药业有限责任公司 ,广州市巨孚达医药有限公司,有
赛乐特 盐酸帕罗西汀片    20mg*10片,赛乐特 ,20mg*10片,100  盒  ,国药准字H10950043 ,中美天津史克委托葛兰素史克（天津）有限公司 ,湛江市弘安药业有限公司,有
渠道古立西  脑蛋白水解物片    13mg:28.8mg*24片,古立西 ,13mg:28.8mg*24片,100  盒  ,国药准字H20046388 ,黑龙江江世药业有限公司 ,湛江市弘安药业有限公司,有
米尔宁 米氮平片    15mg*20片,米尔宁 ,15mg*20片,100  盒  ,国药准字H20060702 ,哈尔滨三联药业股份有限公司 ,湛江市弘安药业有限公司,有
律康 枸橼酸坦度螺酮胶囊    5mg*24粒,律康 ,5mg*24粒,100  盒  ,国药准字H20052328 ,四川科瑞德制药有限公司 ,湛江市弘安药业有限公司,有
渠道乐友 盐酸帕罗西汀片    20mg*20片,乐友 ,20mg*20片,100  盒  ,国药准字H20031106 ,浙江华海药业股份有限公司 ,湛江市弘安药业有限公司,有
威光 癫痫平片    0.3g*100片,威光 ,0.3g*100片,100  盒  ,国药准字Z20025073 ,四川诺迪康威光制药有限公司 ,湛江市弘安药业有限公司,有
渠道 振源胶囊    0.25g*8s*3板, ,0.25g*8s*3板,100  盒  ,国药准字Z22026091 ,吉林省集安益盛药业股份有限公司 ,湛江市弘安药业有限公司,有
白云山 脑络通胶囊    0.5g*30粒,白云山 ,0.5g*30粒,100  瓶  ,国药准字Z44020002 ,广州白云山光华制药股份有限公司委托广州白云山医药集团股份有限公司白云山制药总厂 ,湛江市弘安药业有限公司,有
弥可保 甲钴胺片    0.5mg*20片  薄膜衣片,弥可保 ,0.5mg*20片  薄膜衣片,280  盒  ,国药准字H20143107 ,卫材（中国）药业有限公司 ,湛江市弘安药业有限公司,有
弘源康 脑肽胶囊    0.25g*24粒,弘源康 ,0.25g*24粒,100  盒  ,国药准字B20020588 ,吉林省长源药业有限公司 ,湛江市弘安药业有限公司,有
 脑蛋白水解物口服液    10ml：50mg*6支, ,10ml：50mg*6支,60  盒  ,国药准字H22025712 ,吉林万通药业集团梅河药业股份有限公司 ,湛江市弘安药业有限公司,有
博乐欣 盐酸文拉法辛缓释片    75mg*7片,博乐欣 ,75mg*7片,100  盒  ,国药准字H20070269 ,成都康弘药业集团股份有限公司 ,湛江市弘安药业有限公司,有
 胞磷胆碱钠片    0.1g*12片, ,0.1g*12片,100  盒  ,国药准字H20080745 ,济南利民质制药有限责任公司 ,湛江市弘安药业有限公司,有
舒麦 乐脉片    0.45g*48片,舒麦 ,0.45g*48片,1  盒  ,国药准字Z20060223 ,西安必康制药集团有限公司 ,湛江市弘安药业有限公司,有
双湖 盐酸苯海索片    2mg*100片,双湖 ,2mg*100片,1  瓶  ,国药准字H32022135 ,常州康普药业有限公司 ,湛江市弘安药业有限公司,有
唯他停 盐酸舍曲林片    50mg*14片,唯他停 ,50mg*14片,1  盒  ,国药准字H20051076 ,浙江京新药业股份有限公司 ,湛江市弘安药业有限公司,有
恩华 碳酸锂缓释片    0.3g*100片,恩华 ,0.3g*100片,1  盒  ,国药准字H10900013 ,江苏恩华药业股份有限公司 ,湛江市弘安药业有限公司,有
健瑙素 盐酸甲氯芬酯胶囊    0.2g*18粒,健瑙素 ,0.2g*18粒,100  盒  ,国药准字H20053737 ,广东先强药业有限公司 ,湛江市弘安药业有限公司,有
渠道 脑蛋白水解物片    13mg*36片, ,13mg*36片,100  盒  ,国药准字H20046388 ,黑龙江江世药业有限公司 ,湛江市弘安药业有限公司,有
卓夫  利培酮片    1mg*10片*2板,卓夫 ,1mg*10片*2板,1  盒  ,国药准字H20041808   ,齐鲁制药有限公司 ,广州市巨孚达医药有限公司,有
 复方脑蛋白水解物片    12片*2板, ,12片*2板,1  盒  ,国药准字H22024372 ,吉林省长源药业有限公司 ,广州市巨孚达医药有限公司,有
 谷维素片    10mg*100片, ,10mg*100片,1  盒  ,国药准字H61022026 ,陕西颐生堂药业有限公司 ,广州市巨孚达医药有限公司,有
 清开灵片    0.5g*12s(薄膜衣), ,0.5g*12s(薄膜衣),1  盒  ,国药准字Z10980098 ,哈尔滨圣泰生物制药有限公司 ,广州市巨孚达医药有限公司,有
 清开灵口服液    10ml*6支, ,10ml*6支,1  盒  ,国药准字Z13020487 ,唐山市福乐药业 ,广州市巨孚达医药有限公司,有
 清开灵分散片    0.4g*18片, ,0.4g*18片,1  盒  ,国药准字Z20050564 ,哈药集团三精千鹤望奎制药有限公司 ,广州市巨孚达医药有限公司,有
 治偏痛胶囊    0.5g*36粒, ,0.5g*36粒,1  盒  ,国药准字Z20080527 ,黑龙江省济仁药业有限公司 ,广州市巨孚达医药有限公司,有
黛力新 氟哌噻吨美利曲辛片    20片,黛力新 ,20片,162  盒  ,H20130126 ,H.Lundbeck A/S ,福建国瑞药业有限公司,有
 氟哌啶醇片    2mg*100片, ,2mg*100片,300  瓶  ,国药准字H33020585 ,宁波大红鹰药业股份有限公司 ,成都拜欧药业股份有限公司,有
百洛特 草酸艾司西酞普兰片    10mg*7片(薄膜衣),百洛特 ,10mg*7片(薄膜衣),1  盒  ,国药准字H20080788 ,四川科伦药业股份有限公司 ,成都拜欧药业股份有限公司,有
恩华 碳酸锂缓释片    0.3g*100片,恩华 ,0.3g*100片,100  盒  ,国药准字H10900013 ,江苏恩华药业股份有限公司 ,成都拜欧药业股份有限公司,有
力复君安 盐酸齐拉西酮片    20mg*20片,力复君安 ,20mg*20片,200  盒  ,国药准字H20070078 ,重庆圣华曦药业股份有限公司 ,成都拜欧药业股份有限公司,有
 清开灵软胶囊    0.4g*12粒*2板, ,0.4g*12粒*2板,320  盒  ,国药准字Z10970050 ,神威药业集团有限公司 ,成都拜欧药业股份有限公司,有
息宁 卡左双多巴缓释片    50mg:0.2g*30片,息宁 ,50mg:0.2g*30片,200  盒  ,国药准字J20160034 ,杭州默沙东制药有限公司 ,成都拜欧药业股份有限公司,有
 盐酸左旋咪唑宝塔糖    15mg*20粒*20袋, ,15mg*20粒*20袋,10  瓶  ,国药准字H51023243 ,四川德元药业集团有限公司 ,成都拜欧药业股份有限公司,有
 治偏痛颗粒    20g*6袋, ,20g*6袋,120  盒  ,国药准字Z20043254 ,黑龙江省济仁药业有限公司 ,成都拜欧药业股份有限公司,有
毕思灵 茴拉西坦分散片    0.1g*12片*4板,毕思灵 ,0.1g*12片*4板,300  盒  ,国药准字H20060620 ,国药工业 ,成都拜欧药业股份有限公司,有
一舒 盐酸丁螺环酮片    5mg*24片,一舒 ,5mg*24片,200  盒  ,国药准字H19991024 ,江苏恩华药业股份有限公司 ,成都拜欧药业股份有限公司,有
康多宁 米氮平片    15mg*20片,康多宁 ,15mg*20片,1  盒  ,国药准字H20080101 ,山西康宝生物制品股份有限公司 ,成都拜欧药业股份有限公司,有
 氯氮平片    25mg*100片, ,25mg*100片,300  瓶  ,国药准字H33020574 ,宁波大红鹰药业股份有限公司 ,成都拜欧药业股份有限公司,有
佰莫亭 甲磺酸溴隐亭片    2.5mg*30片,佰莫亭 ,2.5mg*30片,189  瓶  ,新注册证号H20160170（原注册证号H20110116) ,匈牙利吉瑞大药厂 ,成都拜欧药业股份有限公司,有
 茴拉西坦分散片    0.1g*50片, ,0.1g*50片,300  盒  ,国药准字H20020572 ,西安海欣制药有限公司 ,成都拜欧药业股份有限公司,有
