通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
邦成牌钙咀嚼片（儿童型）（猕猴桃味） 邦成牌钙咀嚼片（儿童型）（猕猴桃味）    1.2g/片*60片,邦成牌钙咀嚼片（儿童型）（猕猴桃味） ,1.2g/片*60片,120  盒  ,国食健字G20150312 ,江西樟邦药业有限公司 ,安徽华源盛铭药业有限公司,无
回乃宝（山楂麦芽茯苓代用茶） 回乃宝（山楂麦芽茯苓代用茶）    3g*20袋,回乃宝（山楂麦芽茯苓代用茶） ,3g*20袋,80  盒  ,SC11344128400921 ,肇庆仁修堂医药有限公司 ,广东扬帆药业有限公司,无
鱼腥草 医用眼舒凝胶露 鱼腥草 医用眼舒凝胶露    10ml,鱼腥草 医用眼舒凝胶露 ,10ml,10  盒  ,滴剂 ,宁夏西域医疗科技有限公司 ,中山市凯成生物医药科技有限公司,无
帮德007天然胶乳橡胶避孕套（爽滑平纹）经典装草莓香 帮德007天然胶乳橡胶避孕套（爽滑平纹）经典装草莓香    12只,帮德007天然胶乳橡胶避孕套（爽滑平纹）经典装草莓香 ,12只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香    12只,帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 ,12只,288  盒  , ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
邦成牌钙咀嚼片（儿童型）（猕猴桃味） 邦成牌钙咀嚼片（儿童型）（猕猴桃味）    1.2g/片*60片,邦成牌钙咀嚼片（儿童型）（猕猴桃味） ,1.2g/片*60片,120  盒  ,国食健字G20150312 ,江西樟邦药业有限公司 ,安徽华源盛铭药业有限公司,无
I欧洁 脱脂棉球 I欧洁 脱脂棉球    10克/包,I欧洁 脱脂棉球 ,10克/包,30  盒  ,浙杭械备20140195 ,杭州欧拓普生物技术有限公司 ,广州市济帆药业有限公司,无
帮德007波尿酸透明质酸人体润滑液 帮德007波尿酸透明质酸人体润滑液    50ml,帮德007波尿酸透明质酸人体润滑液 ,50ml,144  盒  ,计生用品 ,广州舒友日用品有限公司 ,广州市济帆药业有限公司,无
F斧标 医用退热贴 F斧标 医用退热贴    3贴,F斧标 医用退热贴 ,3贴,300  盒  ,粤穗械备20150212号 ,广州广医堂医药科技发展有限公司 ,广州市济帆药业有限公司,无
蜂蜜佛手丹 蜂蜜佛手丹    60克,蜂蜜佛手丹 ,60克,64  瓶  , ,广东济公保健食品有限公司 ,广东扬帆药业有限公司,无
H邦蝶 火辣动感装 H邦蝶 火辣动感装    10只装,H邦蝶 火辣动感装 ,10只装,288  盒  ,闽食药监械生产许第20110160号 ,晋江市康乐乳胶用品有限公司 ,广州市济帆药业有限公司,无
G棉花朵朵 纱布绷带（独立装） G棉花朵朵 纱布绷带（独立装）    6cm*600cm,G棉花朵朵 纱布绷带（独立装） ,6cm*600cm,600  盒  ,鲁青械备20150024号 ,青岛盛久医疗用品有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香 帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香    3只/盒,帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香 ,3只/盒,960  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香    3只,帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 ,3只,960  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（时尚颗粒）玫瑰香 帮德007天然胶乳橡胶避孕套（时尚颗粒）玫瑰香    10只,帮德007天然胶乳橡胶避孕套（时尚颗粒）玫瑰香 ,10只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（时尚纤薄）草莓香 帮德007天然胶乳橡胶避孕套（时尚纤薄）草莓香    10只,帮德007天然胶乳橡胶避孕套（时尚纤薄）草莓香 ,10只,288  盒  , ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（隐形保护）经典装草莓香 帮德007天然胶乳橡胶避孕套（隐形保护）经典装草莓香    12只,帮德007天然胶乳橡胶避孕套（隐形保护）经典装草莓香 ,12只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
铁锌钙菊花晶 铁锌钙菊花晶    380g,铁锌钙菊花晶 ,380g,48  盒  ,QS3600 0601 0539 ,江西樟邦药业有限公司 ,广州市龙祥药业有限公司,无
益生元葡萄糖 益生元葡萄糖    400g,益生元葡萄糖 ,400g,48  罐  ,QS3600 06010539 ,江西樟邦药业有限公司 ,广州市龙祥药业有限公司,无
益生元清清宝 益生元清清宝    380g,益生元清清宝 ,380g,1  盒  ,QS360006010539 ,江西樟邦药业有限公司 ,深圳市同兴泰医药有限公司,无
维生素C泡腾片（苹果味） 维生素C泡腾片（苹果味）    80克（4克/片20片）,维生素C泡腾片（苹果味） ,80克（4克/片20片）,1  瓶  ,SC10632012400105 ,南京优能生物科技有限公司 ,深圳市同兴泰医药有限公司,无
孕妇多维蛋白质粉 孕妇 多维蛋白质粉    900g,孕妇多维蛋白质粉 ,900g,1  盒  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,深圳市同兴泰医药有限公司,无
催奶宝 (阿胶固体饮料) 催奶宝(阿胶固体饮料)    8g/袋*20袋,催奶宝 (阿胶固体饮料) ,8g/袋*20袋,1  盒  ,SC10636098210551 ,江西巨泰实业有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（冰感梦幻） 帮德007天然胶乳橡胶避孕套（冰感梦幻）    10只,帮德007天然胶乳橡胶避孕套（冰感梦幻） ,10只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
蜜炼枇杷膏（调制蜂蜜膏） 蜜炼枇杷膏（调制蜂蜜膏）    150ml,蜜炼枇杷膏（调制蜂蜜膏） ,150ml,1  盒  ,SC10636098200076 ,江西创美实业有限公司 ,深圳市同兴泰医药有限公司,无
皮康王 皮康王    28g,皮康王 ,28g,1  盒  ,赣卫消证字2015第0060号 ,江西创美实业有限公司 ,深圳市同兴泰医药有限公司,无
广慈 多维果蔬软糖（草莓味） 广慈 多维果蔬软糖（草莓味）    128克,广慈 多维果蔬软糖（草莓味） ,128克,1  盒  ,SC11344190003544 ,东莞市广慈食品实业有限公司 ,深圳市同兴泰医药有限公司,无
维生素C泡腾片（甜橙味） 维生素C泡腾片（甜橙味）    80克（4克/片20片）,维生素C泡腾片（甜橙味） ,80克（4克/片20片）,1  支  ,SC10632012400105 ,南京优能生物科技有限公司 ,深圳市同兴泰医药有限公司,无
H邦好宁 弹性创口贴 H邦好宁 弹性创口贴    8片*20包,H邦好宁 弹性创口贴 ,8片*20包,1  盒  ,浙金械备20150067号 ,浙江邦好宁医药用品有限公司 ,深圳市同兴泰医药有限公司,无
F三诚 无糖氨基酸饮液（礼盒） F三诚 无糖氨基酸饮液（礼盒）    250ml*3瓶,F三诚 无糖氨基酸饮液（礼盒） ,250ml*3瓶,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,深圳市同兴泰医药有限公司,无
G藏元消痛贴膏（独家） G藏元消痛贴膏（独家）    3贴装,G藏元消痛贴膏（独家） ,3贴装,1  盒  ,青食药监械（准）字第2640005号 ,青海藏元堂生物科技有限公司 ,深圳市同兴泰医药有限公司,无
儿童成长蛋白质粉 儿童成长蛋白质粉    900g,儿童成长蛋白质粉 ,900g,1  盒  ,SC10644520303016 ,揭阳市林源堂医药科技有限公司 ,深圳市同兴泰医药有限公司,无
雪茶养目 眼部冷敷凝露 雪茶养目 眼部冷敷凝露    10ml,雪茶养目 眼部冷敷凝露 ,10ml,1  盒  ,滴剂 ,陕西伊赛路药业有限公司 ,中山市信通医药有限公司,无
G邦瑞特 回奶宝山楂麦芽代用茶 G邦瑞特 回奶宝山楂麦芽代用茶    20袋,G邦瑞特 回奶宝山楂麦芽代用茶 ,20袋,1  盒  , ,河南邦瑞特实业有限责任公司 ,中山市信通医药有限公司,无
保妇康凝胶 保妇康凝胶    5g*5支,保妇康凝胶 ,5g*5支,1  盒  ,赣卫消证字（2012）第0025号 ,江西药圣堂实业有限公司 ,深圳市同兴泰医药有限公司,无
广慈 多维果蔬软糖（草莓味） 广慈 多维果蔬软糖（草莓味）    128克,广慈 多维果蔬软糖（草莓味） ,128克,120  盒  ,SC11344190003544 ,东莞市广慈食品实业有限公司 ,广州市济帆药业有限公司,无
广慈 多维果蔬软糖（混合味） 广慈 多维果蔬软糖（混合味）    128克,广慈 多维果蔬软糖（混合味） ,128克,120  盒  ,SC11344190003544 ,东莞市广慈食品实业有限公司 ,广州市济帆药业有限公司,无
广慈 多维果蔬软糖（蓝莓味） 广慈 多维果蔬软糖（蓝莓味）    128克,广慈 多维果蔬软糖（蓝莓味） ,128克,120  盒  ,SC11344190003544 ,东莞市广慈食品实业有限公司 ,广州市济帆药业有限公司,无
I济公牌 济公开胃丹 I济公牌 济公开胃丹    250克,I济公牌 济公开胃丹 ,250克,1  盒  , ,广东济公保健食品有限公司 ,梅州振佳新特药有限公司,无
渠道 湿毒清软膏    20g, ,20g,400  盒  ,赣卫消证字（2011）第0034号 ,江西樟都药业有限公司 ,四川仁通医药有限公司,无
I金诺贝婴 女生红糖 I金诺贝婴 女生红糖    300g,I金诺贝婴 女生红糖 ,300g,50  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,东莞市苗佳医药有限公司,无
I金诺贝婴 孕产妇红糖 I金诺贝婴 孕产妇红糖    300g,I金诺贝婴 孕产妇红糖 ,300g,50  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,东莞市苗佳医药有限公司,无
I恒健 纱布绷带（不拆） I恒健 纱布绷带（不拆）    8cm*600cm*20卷/包,I恒健 纱布绷带（不拆） ,8cm*600cm*20卷/包,1  包  , ,广东恒健制药有限公司 ,佛山市名澳医药有限公司,无
I诺丝温莎玫瑰花香 I诺丝温莎玫瑰花香    12个装,I诺丝温莎玫瑰花香 ,12个装,1  盒  ,计生用品 ,广东诺丝科技股份有限公司 ,佛山市名澳医药有限公司,无
桂花露 套装（祛臭液11号） 桂花露 套装（祛臭液11号）    30ml*2瓶,桂花露 套装（祛臭液11号） ,30ml*2瓶,1  盒  , ,桂林长圣药业有限责任公司 ,佛山市名澳医药有限公司,无
小儿止咳贴 小儿止咳贴    4贴/盒,小儿止咳贴 ,4贴/盒,1  盒  ,晋临械备20160006号 ,临汾市三九合纵药业有限公司 ,佛山市名澳医药有限公司,无
E广粤堂 厌食健脾王鸡内金固体饮料 E广粤堂 厌食健脾王鸡内金固体饮料    7克*20袋/盒,E广粤堂 厌食健脾王鸡内金固体饮料 ,7克*20袋/盒,1  盒  ,QS4413 0601 0964 ,广东博罗罗浮山金园保健品有限公司 ,惠州市海辰药业有限公司,无
儿童爽身粉 儿童爽身粉    140g,儿童爽身粉 ,140g,1  瓶  , ,镇平仲景实业有限公司 ,惠州市海辰药业有限公司,无
帮德007天然胶乳橡胶避孕套（时尚颗粒）玫瑰香 帮德007天然胶乳橡胶避孕套（时尚颗粒）玫瑰香    10只,帮德007天然胶乳橡胶避孕套（时尚颗粒）玫瑰香 ,10只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
脚气克星喷剂 脚气克星喷剂    30ml,脚气克星喷剂 ,30ml,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,深圳市同兴泰医药有限公司,无
H透气胶带（打孔聚乙烯PE） H透气胶带（打孔聚乙烯PE）    1.25cm*9.14m*1卷/盒,H透气胶带（打孔聚乙烯PE） ,1.25cm*9.14m*1卷/盒,1  盒  ,浙嘉械备20150016号 ,嘉兴美森医用材料有限公司 ,深圳市同兴泰医药有限公司,无
双黄连芦荟抑菌洗液 双 黄连芦荟抑菌洗液    200ml,双黄连芦荟抑菌洗液 ,200ml,80  盒  ,鄂卫消证字（2015）第0023号 ,武汉博瑞锦诚医药科技有限公司 ,广东扬帆药业有限公司,无
猴头菇蛋白质粉 猴头菇蛋白质粉    900克,猴头菇蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广东扬帆药业有限公司,无
济公蜂蜜柠檬丹 济公蜂蜜柠檬丹    60克,济公蜂蜜柠檬丹 ,60克,64  瓶  , ,广东济公保健食品有限公司 ,广东扬帆药业有限公司,无
乐旅 医用冷敷贴晕车贴 乐旅 医用冷敷贴晕车贴    4贴/盒,乐旅 医用冷敷贴晕车贴 ,4贴/盒,400  盒  ,晋临械备20160015号 ,临汾市江中合德医疗器械有限公司 ,广东扬帆药业有限公司,无
广慈胖大海枇杷糖 广慈胖大海枇杷糖    48克,广慈胖大海枇杷糖 ,48克,216  盒  ,SC11344190003544 ,东莞市广慈食品实业有限公司 ,广东扬帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（性幻颗粒）经典装香橙味 帮德007天然胶乳橡胶避孕套（性幻颗粒）经典装香橙味    12只,帮德007天然胶乳橡胶避孕套（性幻颗粒）经典装香橙味 ,12只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市龙祥药业有限公司,无
风湿关节型（医用冷敷贴） 风湿关节型（医用冷敷贴）    3贴装,风湿关节型（医用冷敷贴） ,3贴装,1  盒  ,晋临械备20150013号 ,侯马经济开发区金葵花大健康产业有限公司 ,深圳市同兴泰医药有限公司,无
邦成牌钙锌咀嚼片（哈蜜瓜味） 邦成牌钙锌咀嚼片（哈蜜瓜味）    1.8g/片*60片,邦成牌钙锌咀嚼片（哈蜜瓜味） ,1.8g/片*60片,120  盒  ,国食健字G20150225 ,江西樟邦药业有限公司 ,山东健志医药科技开发有限公司,无
H民盛 医用橡皮膏(蓝) H民盛 医用橡皮膏(蓝)    2*200cm 20卷/盒,H民盛 医用橡皮膏(蓝) ,2*200cm 20卷/盒,1  盒  , ,深圳市民之健医疗器械有限公司 ,惠州市仁医堂贸易有限公司,无
牛初乳蛋白质粉 牛初乳蛋白质粉    900g,牛初乳蛋白质粉 ,900g,10  盒  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,中山市凯成生物医药科技有限公司,无
H金诺贝婴 奶伴侣葡萄糖 H金诺贝婴 奶伴侣葡萄糖    580g,H金诺贝婴 奶伴侣葡萄糖 ,580g,10  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,中山市凯成生物医药科技有限公司,无
H金诺贝婴 中老年葡萄糖 H金诺贝婴 中老年葡萄糖    580g,H金诺贝婴 中老年葡萄糖 ,580g,10  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,中山市凯成生物医药科技有限公司,无
H三九保健 回奶宝麦芽淡豆豉冲饮 H三九保健 回奶宝麦芽淡豆豉冲饮    6克*12袋*2盒,H三九保健 回奶宝麦芽淡豆豉冲饮 ,6克*12袋*2盒,10  盒  , ,安徽全康药业有限公司 ,中山市凯成生物医药科技有限公司,无
G太太乐（玫瑰香)天然胶乳橡胶避孕套 G太太乐（玫瑰香)天然胶乳橡胶避孕套    10只,G太太乐（玫瑰香)天然胶乳橡胶避孕套 ,10只,10  盒  ,粤食药监械（准）字2012第2660773号 ,广东汇通乳胶制品有限公司 ,中山市凯成生物医药科技有限公司,无
帮德007天然胶乳橡胶避孕套（臻薄梦幻） 帮德007天然胶乳橡胶避孕套（臻薄梦幻）    10只,帮德007天然胶乳橡胶避孕套（臻薄梦幻） ,10只,10  盒  ,计生用品 ,湛江市汇通药业有限公司 ,中山市凯成生物医药科技有限公司,无
儿童成长蛋白质粉(美丽百年) 儿童成长蛋白质粉(美丽百年)    900g,儿童成长蛋白质粉(美丽百年) ,900g,1  瓶  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,深圳市同兴泰医药有限公司,无
蛹虫草氨基酸营养液 蛹虫草氨基酸营养液    250ml*3瓶,蛹虫草氨基酸营养液 ,250ml*3瓶,1  盒  ,SC1063609821024 ,江西沐恩堂生物科技有限公司 ,深圳市同兴泰医药有限公司,无
G君鑫 创口贴卡通型 G君鑫 创口贴卡通型    72mm*19mm*10片,G君鑫 创口贴卡通型 ,72mm*19mm*10片,1  盒  ,浙金械备20150061号 ,浙江银达生物技术有限公司 ,深圳市同兴泰医药有限公司,无
维生素C泡腾片（蓝莓味） 维生素C泡腾片（蓝莓味）    80克（4克/片20片）,维生素C泡腾片（蓝莓味） ,80克（4克/片20片）,1  支  ,SC10632012400105 ,南京优能生物科技有限公司 ,深圳市同兴泰医药有限公司,无
I安多福0.5% 碘伏消毒液 I安多福0.5% 碘伏消毒液    0.5%30ml,I安多福0.5% 碘伏消毒液 ,0.5%30ml,1  瓶  , ,深圳市安多福实业发展有限公司 ,深圳市同兴泰医药有限公司,无
G采芝堂 跌打损伤远红外痛可贴 G采芝堂 跌打损伤远红外痛可贴    1贴/袋*3袋/盒,G采芝堂 跌打损伤远红外痛可贴 ,1贴/袋*3袋/盒,1  盒  ,皖械注准20162260163 ,安徽省德济堂药业有限公司 ,深圳市同兴泰医药有限公司,无
 婴儿棉签（纸棒）细棒圆头+螺旋头    7.5cm*180支, ,7.5cm*180支,192  罐  ,Q/JYW007-2016 ,稳健医疗（嘉鱼）有限公司 ,广州至参医药贸易有限公司,无
I杜蕾斯活力装 I杜蕾斯活力装    12片,I杜蕾斯活力装 ,12片,10  盒  ,鲁械注准20162660063 ,青岛伦敦杜蕾斯有限公司 ,湖北和健药业有限公司,无
杜蕾斯天然胶乳橡胶避孕套（热感超薄装） 杜蕾斯天然胶乳橡胶避孕套（热感超薄装）    12只.,杜蕾斯天然胶乳橡胶避孕套（热感超薄装） ,12只.,10  盒  ,鲁械注准20162660063 ,青岛伦敦杜蕾斯有限公司 ,湖北和健药业有限公司,无
 济公咸金枣    120克, ,120克,48  瓶  , ,广东济公保健食品有限公司 ,广东扬帆药业有限公司,无
济公八珍果 济公八珍果    120克,济公八珍果 ,120克,48  瓶  , ,广东济公保健食品有限公司 ,广东扬帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（时尚颗粒）草莓香 帮德007天然胶乳橡胶避孕套（时尚颗粒）草莓香    10只,帮德007天然胶乳橡胶避孕套（时尚颗粒）草莓香 ,10只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
保妇康凝胶 保妇康凝胶    5g*5支,保妇康凝胶 ,5g*5支,1  盒  ,赣卫消证字（2012）第0025号 ,江西药圣堂实业有限公司 ,深圳市同兴泰医药有限公司,无
G采芝堂 关节炎远红外痛可贴 G采芝堂 关节炎远红外痛可贴    1贴/袋*3袋/盒,G采芝堂 关节炎远红外痛可贴 ,1贴/袋*3袋/盒,200  盒  ,皖械注准20162260163 ,安徽省德济堂药业有限公司 ,广州市济帆药业有限公司,无
G邦蝶 冰爽激情装（超薄） G邦蝶 冰爽激情装（超薄）    10只装,G邦蝶 冰爽激情装（超薄） ,10只装,432  盒  ,闽食药监械生产许第20110160号 ,晋江市康乐乳胶用品有限公司 ,广州市济帆药业有限公司,无
H邦蝶 持久快乐装（超薄） H邦蝶 持久快乐装（超薄）    10只装,H邦蝶 持久快乐装（超薄） ,10只装,432  盒  ,闽食药监械生产许第20110160号 ,晋江市康乐乳胶用品有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香 帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香    12只,帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香 ,12只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（爽滑平纹）经典装草莓香 帮德007天然胶乳橡胶避孕套（爽滑平纹）经典装草莓香    12只,帮德007天然胶乳橡胶避孕套（爽滑平纹）经典装草莓香 ,12只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市龙祥药业有限公司,无
一龙肤乐乳膏 一龙肤乐乳膏    15g,一龙肤乐乳膏 ,15g,400  盒  ,赣卫消证字（2013）第0022号 ,江西新锦程生物科技有限公司 ,广州市龙祥药业有限公司,无
钙粉1段（固体饮粉） 钙粉1段（固体饮粉）    6g/袋*12袋,钙粉1段（固体饮粉） ,6g/袋*12袋,1  盒  ,SC10636098200076 ,江西创美实业有限公司 ,深圳市同兴泰医药有限公司,无
I博诚药业 十全大宝酒 I博诚药业 十全大宝酒    480ML,I博诚药业 十全大宝酒 ,480ML,1  盒  ,QS3600 1505 0086 ,江西博诚药业有限公司 ,深圳市同兴泰医药有限公司,无
复合氨基酸蛋白质粉(美丽百年) 复合氨基酸蛋白质粉(美丽百年)    900g,复合氨基酸蛋白质粉(美丽百年) ,900g,1  瓶  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,深圳市同兴泰医药有限公司,无
婴宝宝宝膏 婴宝宝宝膏    10克,婴宝宝宝膏 ,10克,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,深圳市同兴泰医药有限公司,无
宝宝维肤膏 宝宝维肤膏    20g,宝宝维肤膏 ,20g,1  盒  ,赣卫消证字（2010）第0108号 ,江西知恩堂实业有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香    12只,帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 ,12只,1  盒  , ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香 帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香    12只,帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香 ,12只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
H盛世三诚 氨基酸饮液（礼盒5瓶装） H盛世三诚 氨基酸饮液（礼盒5瓶装）    250ml*5瓶,H盛世三诚 氨基酸饮液（礼盒5瓶装） ,250ml*5瓶,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,深圳市同兴泰医药有限公司,无
I博诚药业 人参虫草酒 I博诚药业 人参虫草酒    480ML,I博诚药业 人参虫草酒 ,480ML,1  盒  ,QS3600 1505 0086 ,江西博诚药业有限公司 ,深圳市同兴泰医药有限公司,无
 JZ(冰浪)彼夫专家    15克/支, ,15克/支,1  支  ,赣卫消证字2011第0049号 ,江西冰蚕生物科技有限公司 ,中山市信通医药有限公司,无
暖宫贴 暖宫贴    (10cm*13cm)*5贴,暖宫贴 ,(10cm*13cm)*5贴,120  盒  ,Q/DWX005-2014 ,杭州达维先医药科技有限公司 ,广东金泰药业有限公司,无
帮德007天然胶乳橡胶避孕套（凹凸梦幻） 帮德007天然胶乳橡胶避孕套（凹凸梦幻）    10只,帮德007天然胶乳橡胶避孕套（凹凸梦幻） ,10只,400  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广东金泰药业有限公司,无
邦成牌钙锌咀嚼片（橙子味） 邦成牌钙锌咀嚼片（橙子味）    1.8g/片*60片,邦成牌钙锌咀嚼片（橙子味） ,1.8g/片*60片,120  盒  ,国食健字G20150225 ,江西樟邦药业有限公司 ,安徽华源盛铭药业有限公司,无
H太太乐（耐力装）天然胶乳橡胶避孕套 H太太乐（耐力装）天然胶乳橡胶避孕套    3只,H太太乐（耐力装）天然胶乳橡胶避孕套 ,3只,600  盒  ,粤食药监械（准）字2012第2660773号 ,茂名市江源乳胶制品有限公司 ,重庆市国利堂医药有限公司,无
帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香 帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香    12只,帮德007天然胶乳橡胶避孕套（非凡持久）经典装草莓香 ,12只,120  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市龙祥药业有限公司,无
F稳健医疗 橡皮膏 F稳健医疗 橡皮膏    0.9cmx10m,F稳健医疗 橡皮膏 ,0.9cmx10m,1  盒  ,鄂黄械备20150051号 ,稳健医疗(黄冈)有限公司 ,广东康之家药业有限公司,无
鲁医生 足光粉给药器 鲁医生 足光粉给药器    25g*3袋/盒,鲁医生 足光粉给药器 ,25g*3袋/盒,1  盒  ,晋临械备20160018号 ,临汾市江中合德医疗器械有限公司 ,佛山市名澳医药有限公司,无
帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香    3只,帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 ,3只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,惠州市海辰药业有限公司,无
T白云山 小儿青热宁（青果固体饮料） T白云山 小儿青热宁（青果固体饮料）    5g*10袋,T白云山 小儿青热宁（青果固体饮料） ,5g*10袋,1  盒  , ,肇庆仁修堂医药有限公司 ,惠州市海辰药业有限公司,无
T白云山 小儿青热宁（青果固体饮料） T白云山 小儿青热宁（青果固体饮料）    5g*10袋,T白云山 小儿青热宁（青果固体饮料） ,5g*10袋,1  盒  , ,肇庆仁修堂医药有限公司 ,惠州市海辰药业有限公司,无
帮德007天然胶乳橡胶避孕套（凹凸梦幻） 帮德007天然胶乳橡胶避孕套（凹凸梦幻）    10只,帮德007天然胶乳橡胶避孕套（凹凸梦幻） ,10只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
益生元葡萄糖 益生元葡萄糖    400g,益生元葡萄糖 ,400g,1  罐  ,QS3600 06010539 ,江西樟邦药业有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（臻薄梦幻） 帮德007天然胶乳橡胶避孕套（臻薄梦幻）    10只,帮德007天然胶乳橡胶避孕套（臻薄梦幻） ,10只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
罗汉果蜜炼 枇杷膏 罗汉果蜜炼 枇杷膏    150ml,罗汉果蜜炼 枇杷膏 ,150ml,1  盒  ,QS3600 2601 0068 ,江西和欣实业股份有限公司 ,深圳市同兴泰医药有限公司,无
妇科抑菌洗液 妇 科抑菌洗液    200ml,妇科抑菌洗液 ,200ml,1  盒  ,鄂卫消证字（2015）第 ,武汉博瑞锦诚医药科技有限公司 ,深圳市同兴泰医药有限公司,无
无蔗糖高钙蛋白质粉 无蔗糖高钙蛋白质粉    900克,无蔗糖高钙蛋白质粉 ,900克,12  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广东扬帆药业有限公司,无
蜜炼金银花清润糖 蜜炼金银花清润糖    36克,蜜炼金银花清润糖 ,36克,240  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,广东扬帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（隐形保护）经典装草莓香 帮德007天然胶乳橡胶避孕套（隐形保护）经典装草莓香    12只,帮德007天然胶乳橡胶避孕套（隐形保护）经典装草莓香 ,12只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市龙祥药业有限公司,无
皓宇牌维D3钙咀嚼片（中老年型） 皓宇牌维D3钙咀嚼片（中老年型）    120g(2.0g/片*60片),皓宇牌维D3钙咀嚼片（中老年型） ,120g(2.0g/片*60片),1  盒  ,国食健字G20130900 ,江西皓宇生物科技有限公司 ,深圳市同兴泰医药有限公司,无
